,Agriculture,Forestry,Fishery,Mining of Oil and Gas,Remainder Mining of Resources (No Oil and Gas),Supporting Activities of Resource Mining,Food supplement Industry,Beverage Industry,Tobacco Industry,"Textile, Clothing and Leather Industry",Wood Industry,Paper Industry,Graphical Industry,Oil Industry,Chemical Industry,Pharmaceutical Industry,Rubber and Plastic Industry,Building Material Industry,Raw Metal Industry,Metal Product Industry,Electrotechnical Industry,Electrical Device Industry,Machine Industry,Car Industry,Remainder Transport Devices Industry,Furniture Industry,Remainder of Industry,Reparation and Installation of Machines,Energy Companies,Water Pipe Company ,"Sewerage, Waste, Sanitation",General Building and Project Development,"Ground, Water and Road Building",Specialized Building,Car sales and reparation,Wholesale,Retail - not cars,Transport over land,Transport over water,Transport through air,"Storage, Services, and Transport",Post and couriers,Lodging,Restaurants and Bars,Publishers,"Production of Movies, TV, Radio, Music",Broadcasting radio and television,Telecommunication,IT-services,Services in the area of information,Banking Sector,Insurers and Pension Funds,Remainder of Financial Services,Rental value property ownership,Exploitation real estate,Legal services and administration,Holdings and management advice companies,Architects and Engineering Companies,Research,Advertising and market research,"Design, Photography, Translation Companies",Veterinary Services,Rental of Movable Property,Employment Agency and Labor Mediation,Travelling Agencies,Security and Search Services,Cleaning Companies,Remaining Business Services,Public Governance and Government Services,Education,Healthcare,Caretaking and Wellbeing,"Creative Services, Art and Amusement","Libraries, Archives, Museums",Lotteries and Other Chance Games,Sport and Recreation,Idealistic and Hobby Associations ,Repairing of Consumer Articles,Remainder of Personal Service Provision,Households with personnel
Holdings and management advice companies,108.0,0.0,1.0,62.81633003048782,18.0,38.034769463340886,917.4985461955835,82.35236425098871,14.727272727272728,72.95246872290353,50.93877551020409,280.9184503424658,78.72628286806442,71.99477240851715,998.514454171322,202.5491651205937,200.019512195122,130.0923964439537,77.23547386869187,289.9508942600488,175.1495670143262,507.26328395839886,1026.2686641835446,139.00530882950082,115.7877581919597,66.81108742004264,42.96343537414966,216.96241790833975,160.83017679383997,29.93548387096774,109.93542832544124,406.3690071907667,248.31717671895257,596.9832084242482,359.9912284386788,7531.578819743124,950.0831995242343,761.4526801555733,172.2170620763982,181.90646314575736,521.8348193396743,634.303687468924,228.3477542220625,261.07161358418233,159.1129552118087,142.77574583924238,78.77431305958628,454.86047368552227,1683.3947512340856,593.4570393578931,964.5452753754989,354.74536525521586,392.15368072486496,2.0,651.0661745272272,1463.688062180718,4575.563756097815,806.8309178129255,291.97467734280514,320.9240506329114,305.44404024440865,17.1,187.61068747253142,437.0973451327434,84.49627976190476,81.98202247191011,207.1743665961915,300.4623365764671,1252.8650793650793,245.72196945974318,185.85761352241798,186.32149338864403,57.98150510204081,35.05263157894737,5.0,66.83449883449883,207.91104880085908,15.0,60.15104895104895,0.0
Architects and Engineering Companies,48.0,0.0,2.0,30.689999999999998,11.0,98.7257333908542,137.94117647058826,6.857142857142857,2.0,4.0,5.0,19.894736842105264,10.0,119.13086830078934,133.02189781021897,15.058823529411764,17.832817337461297,11.0,15.0,75.73949039562338,22.0,50.69387755102041,117.10986635220127,25.82608695652174,26.06896551724137,14.0,7.289999999999999,32.827586206896555,86.79738562091501,44.075,1.0,534.5546272926026,389.5976941423594,419.3828808922204,82.02352941176468,288.15037593984965,134.1374358974359,30.11764705882353,12.0,1.0,118.78498441691347,21.0,10.0,24.916666666666664,6.0,1.0,1.0,46.28049185776005,19.0,15.0,35.94285714285714,60.0,42.87784090909092,50.79113247863249,236.69938080591834,22.22222222222222,477.35354202708294,1405.988505406603,27.0,21.954545454545453,31.843137254901958,1.0,22.799999999999997,24.074074074074073,22.0,1.3333333333333333,6.0,11.0,589.2230671902734,43.0,19.0,9.0,8.0,7.0,4.0,9.0,57.96723163841807,4.0,13.0,0.0
Research,4.0,0.0,0.0,4.6875,0.0,8.0,81.42231301781865,2.0,0.0,2.0,0.0,8.0,0.0,41.090109890109886,141.4521170395869,21.0,2.0,2.0,2.0,10.0,18.0,101.3913274721748,61.00000000000001,8.0,4.0,5.0,10.0,0.0,3.0,7.199999999999999,0.0,7.875,9.9,4.0,17.142857142857142,55.203026481715014,24.095238095238095,4.0,3.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0,14.0,0.0,3.0,7.111111111111111,158.3588009623513,55.85185185185184,210.42943143812712,0.0,58.90909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.63958810068648,13.058035714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Advertising and market research,25.142857142857142,0.0,0.0,2.0,2.0,1.0,103.0815776968161,47.97916666666667,6.0,7.0,5.0,9.09090909090909,11.846153846153845,8.0,91.06207501645098,12.071428571428571,24.0,7.0,25.966836734693878,27.129032258064512,45.329454545454546,36.96875000000001,53.94442538593482,43.513513513513516,21.0,5.0,13.0,15.0,43.860465116279066,6.0,10.5,43.769401330376944,23.0,123.60996597645487,190.55695483382252,1429.1638558049,621.5441129551531,53.929824561403514,16.875,30.24,45.65217391304348,18.88888888888889,39.81855955678671,100.0,93.29923273657289,230.29990402056575,24.78448275862069,94.92474200855777,327.06654476208956,59.91580607016162,247.74928324270886,100.14283097297499,68.95774647887325,0.0,122.08436724565756,153.83594270486344,364.9990852906503,86.8996172366959,32.0,887.1860749300149,45.985233798195246,3.571428571428571,83.0,153.07160876046325,45.0,10.0,34.0,94.03061224489795,415.87230190932667,75.01333570412517,42.025,50.607692307692304,29.999999999999996,14.117647058823529,19.0,41.0,58.983050847457626,8.166666666666666,34.91421568627452,0.0
"Design, Photography, Translation Companies",21.999999999999996,0.0,0.0,5.0,0.0,2.0,51.87156593406594,6.0,4.0,2.25,0.0,15.089285714285714,19.950000000000003,7.0,62.952368951612904,4.8,10.0,6.25,13.0,13.928571428571429,24.045454545454543,27.68518518518518,28.999999999999996,8.0,22.105263157894736,3.0,5.714285714285714,17.142857142857142,9.0,1.0,10.000000000000002,28.779840848806366,19.799999999999997,43.0,76.09743589743591,378.13675706549066,221.27299870139623,40.95238095238095,17.099999999999998,27.925925925925924,37.925696594427244,19.833333333333332,30.031250000000004,70.75276575276575,48.79148936170212,70.27126099706744,38.07017543859649,26.129032258064512,214.96585097660045,152.60549280440918,95.67128790506204,84.92287234420394,39.682857142857145,0.0,102.29885057471265,50.94887943262412,495.7457789361511,42.952380952380956,23.047619047619047,171.34503813398388,475.84859009796435,2.0,51.55428024868485,34.60101010101009,34.28532608695652,17.0,30.115384615384617,49.28000000000001,307.26371735641044,88.76825396825397,18.0,60.6755172413793,27.999999999999996,22.956521739130434,6.0,23.863636363636363,31.91176470588236,15.0,15.0,0.0
Veterinary Services,298.3926817624475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,16.0,0.0,5.0,0.0,0.0,0.0,0.0
Rental of Movable Property,48.26530612244898,1.0,3.0,15.6,5.0,9.000000000000002,118.73492063492066,33.5296,0.0,5.0,6.857142857142857,29.991477272727273,30.245559845559853,5.6,61.0,7.619047619047619,42.078947368421055,28.738064516129036,22.45989304812834,77.76828434723171,7.0,12.375000000000002,29.931034482758623,10.0,21.155555555555555,15.9375,21.119999999999997,13.916015625000002,98.24369571308492,7.111111111111111,58.01785714285715,171.65605095541403,209.26458316509195,367.3662631154157,29.4,617.9023022155603,71.41319717203459,149.22976589696913,107.47978436657681,75.75393848462114,105.34581961033294,118.49462365591397,9.0,38.50925147182506,6.4646464646464645,29.038555509206837,85.29230769230769,40.98450569038803,206.17864424057086,18.13186813186813,69.31986008550331,62.030769230769245,35.13682961958825,0.0,43.00501835985313,68.7379280070237,248.67471888075318,38.04161566707467,11.538461538461538,21.0,48.101802757158005,9.0,245.0954944178628,9.1875,13.0,18.0,52.87205791407473,61.10714285714286,57.096774193548384,45.90964590964592,43.0,113.95454545454544,29.96432818073722,20.0,5.0,80.57268335529204,29.062499999999996,8.0,18.18181818181818,0.0
Employment Agency and Labor Mediation,110.01779476381162,0.0,2.0,70.97245963912631,15.0,40.13952380952381,1301.7134934857784,88.08148148148146,7.0,66.82955380381317,71.4020061728395,70.16367791842475,75.15568768580816,41.805555555555564,336.7709794843525,133.58102766798422,220.69147601305718,209.71793582977296,165.61763537758867,603.6874963559358,158.92023861980135,178.80082361015786,874.3912776949196,352.5450665105147,300.3814039696618,70.54666666666668,61.96135265700483,248.16672709134585,547.9654038038387,44.270175438596496,257.7190609111251,292.4279553472924,194.85972763683142,1214.1310888664502,201.9098582576843,2149.84983583705,788.7876244271554,870.622258648164,157.5953175557376,45.860558712121225,859.0238199218849,169.7772030574055,228.67571281882329,369.75258115550923,85.72235294117645,48.825311942959004,31.121568627450976,146.06681044811884,72.49185637103137,45.51724137931035,458.84974215003103,271.86277636054416,162.74316109422494,0.0,305.6443522619615,268.83468834688347,1378.4000228944683,818.824164135293,184.46642718983142,127.70348104985642,35.21739130434783,5.0,187.5406635929024,1363.440620107009,46.72946101517529,104.78234460722251,333.06133688209536,339.13544334982873,1292.7886593495662,1190.8783867837944,347.48959240073896,574.8346435302509,18.070588235294117,10.0,1.0,98.08862834939242,71.99264802631579,31.166666666666668,74.20919317093929,0.0
Travelling Agencies,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,41.0,19.950000000000003,17.0,14.0,378.03299549711903,2.0,0.0,188.32376805857905,25.071428571428573,1.0,1.0,1.0,0.0,6.0,0.0,8.0,91.92349559897744,2.8800000000000003,14.933333333333334,14.0,2.0,76.93150684931508,2.0,1.0,2.0,2.0,0.0,1.0,2.0,1915.492529382023,0.0,1.0,1.0,33.0,13.0,3.0,3.0,23.833333333333336,15.0,17.0,78.9487012987013,7.0,0.0,1.0,0.0
Security and Search Services,1.0,0.0,0.0,5.0,3.0,3.0,29.0625,1.0,0.0,2.0,4.0,21.72222222222222,2.0,4.0,36.77419354838709,3.0,8.0,7.0,6.0,11.0,6.0,6.0,11.065476190476192,7.0,3.0,3.0,8.0,6.0,7.0,10.799999999999999,4.0,13.0,5.0,15.0,10.083333333333334,81.54074074074073,212.93947629924065,53.73735971475333,12.0,3.0,400.9803362665245,22.956521739130437,34.0,35.03030303030303,6.0,2.0,1.0,17.0,12.0,1.0,18.75,13.0,10.0,3.0,34.02777777777778,10.224852071005918,71.00073046018994,7.0,8.0,3.2,3.0,1.0,7.0,6.0,1.0,132.7888111888112,104.41269841269843,5.0,289.63219919295676,248.90438247011951,5.0,14.666666666666668,12.0,18.0,12.727272727272727,35.8640350877193,3.0,0.0,4.0,0.0
Cleaning Companies,43.90243902439025,1.0,0.0,7.875,5.0,2.0,85.29166666666667,5.0,0.0,4.0,4.0,6.0,7.0,13.5,52.24659938569548,8.0,14.0,19.0,7.0,30.591133004926114,13.0,17.0,32.94453781512605,16.0,19.0,6.0,24.347916666666666,26.03571428571429,39.0,11.0,29.966666666666665,33.939393939393945,41.9978835978836,68.04166666666667,89.99999999999999,307.491283032463,271.51351701350217,88.39011764705882,65.46894664120325,26.349999999999998,123.5577315381477,13.750000000000002,154.7918594365498,135.2032823235225,5.0,7.875,2.0,27.0,144.22456717654993,27.72,75.55022179173665,73.88797126718801,63.64578616352203,61.4795954073264,692.3472467496031,59.0,420.9568434694299,60.967741935483865,21.0,45.91102514506769,51.87234042553191,6.0,458.0113630286469,76.66362908961592,14.0,25.9946949602122,592.131928267702,18.0,1327.2496215346664,761.4774143692472,263.09251875217984,317.9559072922555,122.3981694894004,115.55694006487415,22.956521739130437,160.41511197656263,124.32126997801863,4.166666666666667,44.0,0.0
Remaining Business Services,125.20261254417547,0.0,4.0,0.0,3.0,0.0,43.16493055555556,6.222222222222223,3.0,3.0,4.0,12.0,3.0,1.0,59.0,4.0,6.0,6.0,8.88888888888889,12.071428571428571,21.043478260869566,17.0,19.894736842105264,6.0,4.0,1.0,5.0,2.0,26.845714285714287,15.0,5.0,23.91304347826087,12.0,37.973684210526315,40.00000000000001,225.35081317664714,88.84803817603391,21.043478260869566,3.0,16.941176470588236,9.0,8.0,31.801724137931032,42.826475849731665,19.424749163879596,35.70612244897959,13.0,84.22680412371133,317.54471544715454,120.52896110867128,65.07563025210085,60.15104895104895,57.62406540311657,0.0,64.04322597817405,24.994285714285716,286.0493323171885,14.0,2.0,96.33433256921181,52.92452830188679,1.0,190.3291609817507,31.03030303030303,33.77084942084942,5.6,22.05,106.99335548172756,154.24372766816848,38.04878048780488,14.0,45.70629370629371,25.96153846153846,4.0,6.0,4.0,26.09522633744855,24.038461538461537,7.111111111111111,0.0
Public Governance and Government Services,88.17686170212767,0.0,2.0,3.4999999999999996,1.0,1.0,134.24748858447487,17.0,1.0,12.0,8.25,45.65379710144928,9.285714285714286,11.0,93.02400219615977,11.0,20.96354166666667,11.0,55.65190311418685,47.92156862745098,17.914285714285715,32.0,46.15384615384615,20.086956521739133,17.88235294117647,10.0,18.0,12.0,239.1424852983708,10.0,148.88264478959206,60.839112633689844,19.950000000000006,96.12500537033854,89.24242424242425,265.325405921681,153.13292476754017,139.64555983837025,35.0,7.0,56.0,15.076923076923077,48.04259094942326,86.10309278350515,11.733333333333333,10.636363636363635,8.0,43.66153846153846,177.0378378378378,14.3,148.13170551239364,67.89333333333333,75.0867323019222,0.0,77.09470588235294,87.97701149425289,302.336102492243,47.0,24.0,253.1134635326651,18.947368421052634,5.0,10.0,54.052323791936,14.0,11.0,32.083333333333336,38.07142857142857,1022.775202181856,211.14768156220285,374.8205404104933,458.35023335859984,16.0,7.0,6.0,49.98150887573965,35.05263157894737,4.0,25.81318681318681,0.0
Education,7.0,0.0,0.0,9.09090909090909,3.0,2.0,34.078947368421055,7.2727272727272725,0.0,1.0,1.0,5.0,3.0,3.0,28.965517241379306,11.000000000000002,6.0,5.0,6.0,15.34736842105263,13.0,6.666666666666667,57.134444048467586,8.0,13.75,2.0,12.133333333333335,14.0,31.935483870967744,5.0,11.916666666666668,32.0,31.0,58.859649122807014,35.888888888888886,145.951370384469,60.009148228820365,25.0,14.117647058823529,28.363636363636363,37.83458646616542,8.88888888888889,42.0,68.87096774193549,13.0,43.79415204678363,25.999999999999996,35.5761316872428,52.73876295987268,9.0,164.78960908779274,101.92736982643525,46.06,0.0,38.0,268.89861037793725,365.57663590328156,58.26666666666667,136.09193134740582,42.044444444444444,15.272727272727273,2.0,9.9,63.9375,3.0,8.0,11.0,14.0,1263.3248203315404,613.1107024958301,308.74075830517734,260.28000000000003,165.96213017751484,29.0,4.0,62.965274510172975,64.01515151515152,1.0,10.694444444444445,0.0
Healthcare,6.0,0.0,0.0,3.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,3.0,2.0,7.0,7.0,0.0,3.0,5.0,3.0,15.0,6.0,2.0,9.09090909090909,1.5,2.0,1.0,1.0,5.0,4.0,0.0,2.0,13.0,5.142857142857142,15.0,18.095238095238095,75.1921833676168,33.91666666666667,19.950000000000003,1.0,1.0,11.0,2.5,6.666666666666667,12.6,2.0,1.0,1.0,4.0,26.028921023359285,1.0,16.830449826989618,6.48,6.125,0.0,9.777777777777779,11.0,13.0,16.0,3.0,6.0,0.0,0.0,0.0,31.0,10.833333333333334,2.0,3.0,5.0,1023.7987713515134,46.0,2246.0671368733224,572.7173660634011,1.0,1.0,0.0,6.125,9.0,7.875,3.0,0.0
Caretaking and Wellbeing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,211.9323671497585,3.0,152.83761391880697,346.57097853180795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Creative Services, Art and Amusement",2.0,0.0,0.0,1.0,0.0,0.0,14.117647058823529,11.0,0.0,2.0,2.0,2.0,2.0,2.0,7.0,1.0,3.0,3.0,11.0,5.0,9.0,3.0,5.0,2.0,3.0,2.0,6.0,5.0,9.0,0.0,2.0,10.0,5.0,12.0,9.0,47.97916666666667,56.839999999999996,10.0,8.0,0.0,6.0,1.0,34.714285714285715,84.86842105263158,11.61290322580645,198.56304190751447,105.08502024291498,15.0,46.18421052631579,2.0,17.27272727272727,19.0,8.0,0.0,17.0,14.0,95.91202749140892,15.0,10.0,37.0,1.9895652173913043,0.0,264.5430842193037,25.0,28.064516129032256,3.0,6.0,2.25,47.040000000000006,16.822916666666668,16.0,5.0,820.6355385482535,43.02222222222222,19.0,23.04,32.05714285714286,1.0,2.0,0.0
"Libraries, Archives, Museums",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.8461538461538463,8.0,3.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,5.0,2.25,0.0,2.0,13.68888888888889,0.0,35.67567567567568,1.0,25.96153846153846,0.0,0.0,0.0,2.0,68.12903225806451,0.0,8.0,33.03225806451613,102.01656720406163,0.0,14.933333333333334,6.0,0.0,0.0,0.0
Lotteries and Other Chance Games,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.052631578947366,0.0,0.0,0.0,0.0,0.0
Sport and Recreation,1.0,0.0,0.0,2.0,1.0,1.0,21.119999999999997,5.0,1.0,2.0,1.0,3.0,3.0,1.0,10.0,2.0,5.0,2.0,11.666666666666666,4.0,6.0,5.0,11.0,2.0,5.0,2.0,2.0,5.0,5.0,1.0,19.950000000000003,9.0,5.0,15.0,20.0,73.7837837837838,48.913043478260875,9.0,2.0,11.0,12.0,4.0,6.0,15.9375,9.818181818181817,48.44999999999999,16.850678733031675,12.0,13.0,12.0,29.582222222222217,22.0,10.909090909090908,0.0,18.0,17.0,33.0,10.125,9.0,58.98305084745763,7.111111111111111,1.0,13.0,20.0,32.88461538461539,1.0,7.0,14.0,183.5984544830824,69.95588235294117,4.0,16.153846153846153,9.0,7.199999999999999,72.94520547945204,714.1947954060008,10.0,0.0,12.133333333333335,0.0
Idealistic and Hobby Associations ,63.03813559322035,0.0,1.0,3.0,0.0,1.0,41.00000000000001,7.0,1.0,4.0,3.0,8.0,2.0,3.0,36.972972972972975,2.0,11.0,8.0,8.0,14.0,5.0,4.0,10.0,11.0,14.0,7.111111111111111,14.875,8.0,7.0,2.0,28.086419753086417,18.94736842105263,15.918367346938776,46.0,27.0,84.98850730124391,46.95652173913044,23.0,10.0,2.0,18.0,0.0,24.095238095238095,47.093023255813954,7.7,9.075,5.0,9.696969696969697,138.94358974358974,17.0,49.96371552975326,35.97222222222223,35.03030303030303,0.0,78.97435897435898,46.0,63.6728340761592,29.042962962962957,7.0,20.0,19.0,2.0,13.077380952380953,16.0,10.0,2.25,23.958333333333336,7.111111111111111,109.04744429882045,37.0,278.55042094702753,101.17582417582418,4.0,10.0,1.0,21.954545454545453,84.08888888888887,3.0,9.0,0.0
Repairing of Consumer Articles,2.0,0.0,0.0,2.0,0.0,1.0,4.8,0.0,0.0,0.0,1.0,0.0,1.0,3.0,10.0,1.5,2.0,4.0,2.0,1.0,2.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,6.0,3.0,9.0,2.0,13.0,18.0,4.0,3.5714285714285716,14.0625,4.0,2.0,3.0,3.0,2.0,0.0,0.0,11.0,36.194594594594605,25.499999999999996,16.0,8.0,3.0,0.0,70.98591549295774,9.0,37.94594594594595,24.150000000000002,0.0,17.708333333333332,2.0,0.0,3.5555555555555554,3.0,1.0,0.0,6.0,0.0,15.0,7.0,4.0,0.0,0.0,0.0,0.0,14.799107142857144,1.0,0.0,0.0,0.0
Remainder of Personal Service Provision,5.0,0.0,0.0,2.0,1.0,2.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.166666666666667,1.0,1.0,4.0,2.0,2.25,2.0,2.0,6.4,1.0,5.0,1.0,4.0,1.0,4.0,1.0,3.0,5.0,2.0,6.0,25.0,32.0,22.8,8.0,5.0,7.0,8.0,3.0,100.9600834879406,72.84738568396682,1.0,15.166666666666666,5.0,1.0,7.0,1.0,2.0,12.0,4.0,0.0,6.0,6.0,12.0,9.0,3.0,3.0,5.0,14.391534391534393,0.0,21.85,0.0,8.0,26.782608695652176,4.0,61.38970588235294,18.0,150.61342592592595,188.6285717681032,23.958333333333332,8.0,2.0,28.928571428571423,7.0,0.0,267.2534600380713,0.0
Households with personnel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
